id,longitude,latitude
50,17.87542854,54.81328657
51,18.17542854,54.81328657
82,16.67542854,54.51328657
83,16.97542854,54.51328657
84,17.27542854,54.51328657
85,17.57542854,54.51328657
86,17.87542854,54.51328657
87,18.17542854,54.51328657
88,18.47542854,54.51328657
115,15.77542854,54.21328657
116,16.07542854,54.21328657
117,16.37542854,54.21328657
118,16.67542854,54.21328657
119,16.97542854,54.21328657
120,17.27542854,54.21328657
121,17.57542854,54.21328657
122,17.87542854,54.21328657
123,18.17542854,54.21328657
124,18.47542854,54.21328657
125,18.77542854,54.21328657
126,19.07542854,54.21328657
127,19.37542854,54.21328657
128,19.67542854,54.21328657
129,19.97542854,54.21328657
130,20.27542854,54.21328657
131,20.57542854,54.21328657
132,20.87542854,54.21328657
133,21.17542854,54.21328657
134,21.47542854,54.21328657
135,21.77542854,54.21328657
136,22.07542854,54.21328657
137,22.37542854,54.21328657
138,22.67542854,54.21328657
139,22.97542854,54.21328657
140,23.27542854,54.21328657
147,14.57542854,53.91328657
148,14.87542854,53.91328657
149,15.17542854,53.91328657
150,15.47542854,53.91328657
151,15.77542854,53.91328657
152,16.07542854,53.91328657
153,16.37542854,53.91328657
154,16.67542854,53.91328657
155,16.97542854,53.91328657
156,17.27542854,53.91328657
157,17.57542854,53.91328657
158,17.87542854,53.91328657
159,18.17542854,53.91328657
160,18.47542854,53.91328657
161,18.77542854,53.91328657
162,19.07542854,53.91328657
163,19.37542854,53.91328657
164,19.67542854,53.91328657
165,19.97542854,53.91328657
166,20.27542854,53.91328657
167,20.57542854,53.91328657
168,20.87542854,53.91328657
169,21.17542854,53.91328657
170,21.47542854,53.91328657
171,21.77542854,53.91328657
172,22.07542854,53.91328657
173,22.37542854,53.91328657
174,22.67542854,53.91328657
175,22.97542854,53.91328657
176,23.27542854,53.91328657
183,14.57542854,53.61328657
184,14.87542854,53.61328657
185,15.17542854,53.61328657
186,15.47542854,53.61328657
187,15.77542854,53.61328657
188,16.07542854,53.61328657
189,16.37542854,53.61328657
190,16.67542854,53.61328657
191,16.97542854,53.61328657
192,17.27542854,53.61328657
193,17.57542854,53.61328657
194,17.87542854,53.61328657
195,18.17542854,53.61328657
196,18.47542854,53.61328657
197,18.77542854,53.61328657
198,19.07542854,53.61328657
199,19.37542854,53.61328657
200,19.67542854,53.61328657
201,19.97542854,53.61328657
202,20.27542854,53.61328657
203,20.57542854,53.61328657
204,20.87542854,53.61328657
205,21.17542854,53.61328657
206,21.47542854,53.61328657
207,21.77542854,53.61328657
208,22.07542854,53.61328657
209,22.37542854,53.61328657
210,22.67542854,53.61328657
211,22.97542854,53.61328657
212,23.27542854,53.61328657
213,23.57542854,53.61328657
219,14.57542854,53.31328657
220,14.87542854,53.31328657
221,15.17542854,53.31328657
222,15.47542854,53.31328657
223,15.77542854,53.31328657
224,16.07542854,53.31328657
225,16.37542854,53.31328657
226,16.67542854,53.31328657
227,16.97542854,53.31328657
228,17.27542854,53.31328657
229,17.57542854,53.31328657
230,17.87542854,53.31328657
231,18.17542854,53.31328657
232,18.47542854,53.31328657
233,18.77542854,53.31328657
234,19.07542854,53.31328657
235,19.37542854,53.31328657
236,19.67542854,53.31328657
237,19.97542854,53.31328657
238,20.27542854,53.31328657
239,20.57542854,53.31328657
240,20.87542854,53.31328657
241,21.17542854,53.31328657
242,21.47542854,53.31328657
243,21.77542854,53.31328657
244,22.07542854,53.31328657
245,22.37542854,53.31328657
246,22.67542854,53.31328657
247,22.97542854,53.31328657
248,23.27542854,53.31328657
249,23.57542854,53.31328657
255,14.57542854,53.01328657
256,14.87542854,53.01328657
257,15.17542854,53.01328657
258,15.47542854,53.01328657
259,15.77542854,53.01328657
260,16.07542854,53.01328657
261,16.37542854,53.01328657
262,16.67542854,53.01328657
263,16.97542854,53.01328657
264,17.27542854,53.01328657
265,17.57542854,53.01328657
266,17.87542854,53.01328657
267,18.17542854,53.01328657
268,18.47542854,53.01328657
269,18.77542854,53.01328657
270,19.07542854,53.01328657
271,19.37542854,53.01328657
272,19.67542854,53.01328657
273,19.97542854,53.01328657
274,20.27542854,53.01328657
275,20.57542854,53.01328657
276,20.87542854,53.01328657
277,21.17542854,53.01328657
278,21.47542854,53.01328657
279,21.77542854,53.01328657
280,22.07542854,53.01328657
281,22.37542854,53.01328657
282,22.67542854,53.01328657
283,22.97542854,53.01328657
284,23.27542854,53.01328657
285,23.57542854,53.01328657
286,23.87542854,53.01328657
291,14.57542854,52.71328657
292,14.87542854,52.71328657
293,15.17542854,52.71328657
294,15.47542854,52.71328657
295,15.77542854,52.71328657
296,16.07542854,52.71328657
297,16.37542854,52.71328657
298,16.67542854,52.71328657
299,16.97542854,52.71328657
300,17.27542854,52.71328657
301,17.57542854,52.71328657
302,17.87542854,52.71328657
303,18.17542854,52.71328657
304,18.47542854,52.71328657
305,18.77542854,52.71328657
306,19.07542854,52.71328657
307,19.37542854,52.71328657
308,19.67542854,52.71328657
309,19.97542854,52.71328657
310,20.27542854,52.71328657
311,20.57542854,52.71328657
312,20.87542854,52.71328657
313,21.17542854,52.71328657
314,21.47542854,52.71328657
315,21.77542854,52.71328657
316,22.07542854,52.71328657
317,22.37542854,52.71328657
318,22.67542854,52.71328657
319,22.97542854,52.71328657
320,23.27542854,52.71328657
321,23.57542854,52.71328657
327,14.57542854,52.41328657
328,14.87542854,52.41328657
329,15.17542854,52.41328657
330,15.47542854,52.41328657
331,15.77542854,52.41328657
332,16.07542854,52.41328657
333,16.37542854,52.41328657
334,16.67542854,52.41328657
335,16.97542854,52.41328657
336,17.27542854,52.41328657
337,17.57542854,52.41328657
338,17.87542854,52.41328657
339,18.17542854,52.41328657
340,18.47542854,52.41328657
341,18.77542854,52.41328657
342,19.07542854,52.41328657
343,19.37542854,52.41328657
344,19.67542854,52.41328657
345,19.97542854,52.41328657
346,20.27542854,52.41328657
347,20.57542854,52.41328657
348,20.87542854,52.41328657
349,21.17542854,52.41328657
350,21.47542854,52.41328657
351,21.77542854,52.41328657
352,22.07542854,52.41328657
353,22.37542854,52.41328657
354,22.67542854,52.41328657
355,22.97542854,52.41328657
364,14.87542854,52.11328657
365,15.17542854,52.11328657
366,15.47542854,52.11328657
367,15.77542854,52.11328657
368,16.07542854,52.11328657
369,16.37542854,52.11328657
370,16.67542854,52.11328657
371,16.97542854,52.11328657
372,17.27542854,52.11328657
373,17.57542854,52.11328657
374,17.87542854,52.11328657
375,18.17542854,52.11328657
376,18.47542854,52.11328657
377,18.77542854,52.11328657
378,19.07542854,52.11328657
379,19.37542854,52.11328657
380,19.67542854,52.11328657
381,19.97542854,52.11328657
382,20.27542854,52.11328657
383,20.57542854,52.11328657
384,20.87542854,52.11328657
385,21.17542854,52.11328657
386,21.47542854,52.11328657
387,21.77542854,52.11328657
388,22.07542854,52.11328657
389,22.37542854,52.11328657
390,22.67542854,52.11328657
391,22.97542854,52.11328657
392,23.27542854,52.11328657
400,14.87542854,51.81328657
401,15.17542854,51.81328657
402,15.47542854,51.81328657
403,15.77542854,51.81328657
404,16.07542854,51.81328657
405,16.37542854,51.81328657
406,16.67542854,51.81328657
407,16.97542854,51.81328657
408,17.27542854,51.81328657
409,17.57542854,51.81328657
410,17.87542854,51.81328657
411,18.17542854,51.81328657
412,18.47542854,51.81328657
413,18.77542854,51.81328657
414,19.07542854,51.81328657
415,19.37542854,51.81328657
416,19.67542854,51.81328657
417,19.97542854,51.81328657
418,20.27542854,51.81328657
419,20.57542854,51.81328657
420,20.87542854,51.81328657
421,21.17542854,51.81328657
422,21.47542854,51.81328657
423,21.77542854,51.81328657
424,22.07542854,51.81328657
425,22.37542854,51.81328657
426,22.67542854,51.81328657
427,22.97542854,51.81328657
428,23.27542854,51.81328657
429,23.57542854,51.81328657
436,14.87542854,51.51328657
437,15.17542854,51.51328657
438,15.47542854,51.51328657
439,15.77542854,51.51328657
440,16.07542854,51.51328657
441,16.37542854,51.51328657
442,16.67542854,51.51328657
443,16.97542854,51.51328657
444,17.27542854,51.51328657
445,17.57542854,51.51328657
446,17.87542854,51.51328657
447,18.17542854,51.51328657
448,18.47542854,51.51328657
449,18.77542854,51.51328657
450,19.07542854,51.51328657
451,19.37542854,51.51328657
452,19.67542854,51.51328657
453,19.97542854,51.51328657
454,20.27542854,51.51328657
455,20.57542854,51.51328657
456,20.87542854,51.51328657
457,21.17542854,51.51328657
458,21.47542854,51.51328657
459,21.77542854,51.51328657
460,22.07542854,51.51328657
461,22.37542854,51.51328657
462,22.67542854,51.51328657
463,22.97542854,51.51328657
464,23.27542854,51.51328657
465,23.57542854,51.51328657
473,15.17542854,51.21328657
474,15.47542854,51.21328657
475,15.77542854,51.21328657
476,16.07542854,51.21328657
477,16.37542854,51.21328657
478,16.67542854,51.21328657
479,16.97542854,51.21328657
480,17.27542854,51.21328657
481,17.57542854,51.21328657
482,17.87542854,51.21328657
483,18.17542854,51.21328657
484,18.47542854,51.21328657
485,18.77542854,51.21328657
486,19.07542854,51.21328657
487,19.37542854,51.21328657
488,19.67542854,51.21328657
489,19.97542854,51.21328657
490,20.27542854,51.21328657
491,20.57542854,51.21328657
492,20.87542854,51.21328657
493,21.17542854,51.21328657
494,21.47542854,51.21328657
495,21.77542854,51.21328657
496,22.07542854,51.21328657
497,22.37542854,51.21328657
498,22.67542854,51.21328657
499,22.97542854,51.21328657
500,23.27542854,51.21328657
501,23.57542854,51.21328657
510,15.47542854,50.91328657
511,15.77542854,50.91328657
512,16.07542854,50.91328657
513,16.37542854,50.91328657
514,16.67542854,50.91328657
515,16.97542854,50.91328657
516,17.27542854,50.91328657
517,17.57542854,50.91328657
518,17.87542854,50.91328657
519,18.17542854,50.91328657
520,18.47542854,50.91328657
521,18.77542854,50.91328657
522,19.07542854,50.91328657
523,19.37542854,50.91328657
524,19.67542854,50.91328657
525,19.97542854,50.91328657
526,20.27542854,50.91328657
527,20.57542854,50.91328657
528,20.87542854,50.91328657
529,21.17542854,50.91328657
530,21.47542854,50.91328657
531,21.77542854,50.91328657
532,22.07542854,50.91328657
533,22.37542854,50.91328657
534,22.67542854,50.91328657
535,22.97542854,50.91328657
536,23.27542854,50.91328657
537,23.57542854,50.91328657
538,23.87542854,50.91328657
550,16.67542854,50.61328657
551,16.97542854,50.61328657
552,17.27542854,50.61328657
553,17.57542854,50.61328657
554,17.87542854,50.61328657
555,18.17542854,50.61328657
556,18.47542854,50.61328657
557,18.77542854,50.61328657
558,19.07542854,50.61328657
559,19.37542854,50.61328657
560,19.67542854,50.61328657
561,19.97542854,50.61328657
562,20.27542854,50.61328657
563,20.57542854,50.61328657
564,20.87542854,50.61328657
565,21.17542854,50.61328657
566,21.47542854,50.61328657
567,21.77542854,50.61328657
568,22.07542854,50.61328657
569,22.37542854,50.61328657
570,22.67542854,50.61328657
571,22.97542854,50.61328657
572,23.27542854,50.61328657
573,23.57542854,50.61328657
574,23.87542854,50.61328657
586,16.67542854,50.31328657
587,16.97542854,50.31328657
588,17.27542854,50.31328657
589,17.57542854,50.31328657
590,17.87542854,50.31328657
591,18.17542854,50.31328657
592,18.47542854,50.31328657
593,18.77542854,50.31328657
594,19.07542854,50.31328657
595,19.37542854,50.31328657
596,19.67542854,50.31328657
597,19.97542854,50.31328657
598,20.27542854,50.31328657
599,20.57542854,50.31328657
600,20.87542854,50.31328657
601,21.17542854,50.31328657
602,21.47542854,50.31328657
603,21.77542854,50.31328657
604,22.07542854,50.31328657
605,22.37542854,50.31328657
606,22.67542854,50.31328657
607,22.97542854,50.31328657
608,23.27542854,50.31328657
609,23.57542854,50.31328657
626,17.87542854,50.01328657
627,18.17542854,50.01328657
628,18.47542854,50.01328657
629,18.77542854,50.01328657
630,19.07542854,50.01328657
631,19.37542854,50.01328657
632,19.67542854,50.01328657
633,19.97542854,50.01328657
634,20.27542854,50.01328657
635,20.57542854,50.01328657
636,20.87542854,50.01328657
637,21.17542854,50.01328657
638,21.47542854,50.01328657
639,21.77542854,50.01328657
640,22.07542854,50.01328657
641,22.37542854,50.01328657
642,22.67542854,50.01328657
643,22.97542854,50.01328657
665,18.77542854,49.71328657
666,19.07542854,49.71328657
667,19.37542854,49.71328657
668,19.67542854,49.71328657
669,19.97542854,49.71328657
670,20.27542854,49.71328657
671,20.57542854,49.71328657
672,20.87542854,49.71328657
673,21.17542854,49.71328657
674,21.47542854,49.71328657
675,21.77542854,49.71328657
676,22.07542854,49.71328657
677,22.37542854,49.71328657
678,22.67542854,49.71328657
705,19.97542854,49.41328657
706,20.27542854,49.41328657
707,20.57542854,49.41328657
708,20.87542854,49.41328657
711,21.77542854,49.41328657
712,22.07542854,49.41328657
713,22.37542854,49.41328657
714,22.67542854,49.41328657
750,22.67542854,49.11328657
